Category;Title;Ingredients
viande;Escalopes de poulet aux oignons au four;gruyère râpé, crème fraîche, oignon, escalope de poulet, bouillon de volaille, ail
viande;Hachis parmentier aux foies de volaille et gésiers confits;gruyère râpé, persil, oignon, purée, gésiers, foie, ail
viande;Biftek marchand de vin;sel, poivre, moutarde, beef steak, échalote, bouquet garni, eau
viande;Cari de mérou créole;sel, poivre, huile, thym, curcuma, piment, gingembre, oignon, tomate, mérou, ail, combava
viande;Saucisse à la Catalane;saucisse de Toulouse, ail, citron, chapelure
viande;Tarte au poulet, courgettes et moutarde;huile, sel, poivre, gruyère râpé, moutarde, crème fraîche, oignon, tomate, courgette, pâte feuilletée, escalope de poulet, oeuf
viande;Dinde au curry, lait de coco et patates douces;poivre, sel, curry, extrait de vanille liquide, tomate, oignon, dinde, ail, patate douce, lait de coco, citron vert
viande;Rôti de porc à l'ail et aux olives;sel, poivre, farine, beurre, huile, rôti de porc, olives, ail, bouillon
viande;Escalope en papillote;moutarde, escalope de dinde, crème fraîche épaisse, pulpe de tomate, paprika, herbes de Provence
viande;Filet mignon en croûte rapide;sel, poivre, moutarde, filet mignon, pâte feuilletée, oeuf
viande;Magret de canard au miel, pomme de terre et oignon à l'ail;oignon, beurre, miel, Magret de Canard, pomme de terre, ail
viande;Paupiettes de veau au Companion;huile d'olive, vinaigre balsamique, moutarde, fond de veau, paupiette de veau, ail, vin blanc, eau, sel et poivre
viande;Tournedos aux champignons;vin rouge, origan, sel, poivre, beurre, huile d'olive, oignon, tournedos, champignon frais, crème
viande;Ma terrine de foie gras top classe;quatre-épices, poivre, sel, porto, Foie gras, sel, poivre, vinaigre balsamique, huile d'olive, figue, porto, figue, miel, pain d'épices, raisin blanc, pomme, mélange 4 épices, mâche, pignons, pain brioché, ciboulette, baies roses
viande;Sauté de porc sauce soja;huile, sauté de porc, sauce soja, ail, champignon
viande;Blanquette de lapin au riesling et aux girolles;sel, poivre, crème fraîche, beurre, farine, lardons, râble de lapin, girolles, oignon blanc, ail, vin blanc, bouillon de volaille, jaune d'oeuf, bouquet garni
viande;Cailles farcies sauce au Porto;oignon, sel, poivre, maïzena, porto, caille, champignons de Paris, eau, lardons fumés
viande;Filet mignon de porc à la moutarde au Monsieur Cuisine;beurre, crème fraîche, moutarde à l'ancienne, filet mignon, champignon, vin blanc sec, bouillon
viande;Poulet sauté au gingembre et aux champignons noirs;huile de sésame, oignon, champignon noir, gingembre, blanc de poulet, ail, soja, huître, poisson
viande;Sauté de veau et jardinière de légumes;sel, poivre, huile d'olive, carotte, oignon, blanquette de veau, pomme de terre, petits pois
viande;Cuissot de chevreuil mariné au vin blanc et Grand Marnier;poivre, sel, poivre vert, crème fraîche, farine, vin blanc, grand-marnier, vinaigre, huile, romarin, persil, oignon, carotte, ail, vin blanc, chevreuil, lard
viande;Boulettes de viande à l'espagnole;sel, poivre, persil, farine, boeuf haché, chair à saucisse, ail, oeuf, vin blanc sec
viande;Magrets de canard aux fruits rouges;sel, poivre, crème fraîche, fond de veau, vinaigre de framboise, Magret de Canard, échalote, fruits rouges, bouillon de volaille
viande;Médaillons de filet mignon de porc au cidre;sel, poivre, maïzena, crème fraîche, huile de tournesol, beurre doux, filet mignon, poitrine fumée, cidre
viande;Escalopes de dinde aux légumes, crème au curry;sel, poivre, crème fraîche, oignon, poivron rouge, carotte, escalope de dinde, raisins secs, pâte de curry
viande;Joue de porc marinée au barbecue;épices, miel liquide, huile d'olive, oignon, joue de porc
viande;Aiguillettes de canard à l'orange;huile d'olive, poivron rouge, poivron vert, orange, aiguillette de canard, blé, vin blanc
viande;Côtes de porc panées, sauce au raifort;sel, poivre, farine, huile, beurre, côte de porc, bouillon, vin blanc sec, raifort, oeuf, chapelure
viande;mijotée de pintade au foie gras;cognac, thym, persil, oignon, poivre, sel, huile, beurre, pintade, bouillon de volaille, Foie gras, navet, céleri-rave, poivre, clou de girofle, feuille de laurier, genièvre, Pineau blanc des Charentes
viande;Croustillant de foie gras;spéculoos, Foie gras, brick, confit d'oignon
viande;Escalope de poulet aux poivrons et à l'aloe vera;poivron vert, huile d'olive, poivre, sel, curry, crème fraîche, escalope de poulet, gelée
viande;Ris de veau en cassollette;beurre, ris de veau, champignon, échalote, vin blanc, crème épaisse
viande;Salade de saucisse de viande de ma Marraine;sel, poivre, huile, comté, tomate, saucisse, oeuf, crème fraîche liquide
viande;Salade périgourdine aux foies de volaille;sel, poivre, vinaigre, huile, beurre, salade, foie, lardons fumés, cerneau de noix
viande;Navets glacés au sirop d'érable et confit de canard;poivre, sel, quatre-épices, navet, sirop d'érable, cuisse de canard
viande;Emincés de poulet à la crème de reblochon;sel, poivre, beurre, reblochon, oignon, blanc de poulet, fond de volaille, crème
viande;Garbure au confit de canard;sel, poivre, persil, thym, oignon, poireau, carotte, cuisse de canard, pain, pomme de terre, chou, haricot, ail, canard
viande;La macaronnade;vin rouge, clou de girofle, oignon jaune U, Echine de porc 750 g U, paleron, poitrine fumée, ail, concentré de tomates, persil, piment de Cayenne, sel et poivre, parmesan râpé, macaroni
viande;Petits choux farcis au foie gras;sel, poivre, porto, armagnac, crème fraîche, beurre, farine, oeuf, eau, Foie gras, bouillon de volaille, cèpes
viande;Sauté de veau aux petits pois;sel, poivre, beurre, huile, farine, oignon, tomate, carotte, sauté de veau, petits pois, ail, concentré de tomates, vin blanc sec, bouquet garni
viande;Tarameya (falafel de fèves à l'egyptienne);bicarbonate, sel, poivre, piment, oignon, coriandre, persil, fèves, ciboulette, ail
viande;Cuisses de canard au vin;persil, sel, poivre, crème fraîche, farine, vin rouge, carotte, oignon, cuisse de canard, champignons de Paris, ail, herbes de Provence
viande;Poulet fondant en Papillote;sel, poivre, moutarde, yaourt, blanc de poulet, citron, estragon
viande;Ragoût  de côtes de porc aux petits pois et jeunes carottes;huile, oignon, côte de porc, pomme de terre, petits pois, bouquet garni
viande;Rôti de porc à la casserole facile;farine, beurre, rôti de porc, échalote, vin blanc, eau, kub or, kub or
viande;Poulet au vin Jaune du Jura et morilles;morilles séchées U Saveurs, beurre, poulet de 1,3 à 1,4 kg U, vin Jaune, crème fraîche, sel et poivre, oignon, échalote, ail, bouillon de volaille
viande;Lapin à la crème façon Anne;sel, poivre, huile de tournesol, thym, carotte, oignon, lapin, crème fraîche liquide
viande;Rôti de veau aux olives noires;sel, poivre, fond de veau, feuille de laurier, thym, rôti de veau, olives noires, ail, vin blanc, champignon
viande;Sauté de dinde à la dijonnaise;poivre, sel, farine, lardons, beurre, moutarde de Dijon, sauté de veau, vin blanc, champignons de Paris, sirop de cassis, eau
viande;Escalopes marinées citron basilic;sel, poivre, huile d'olive, escalope, citron, basilic
viande;Queue de lotte au curry;huile d'olive, curry, gingembre, oignon, queue, yaourt à la grecque, ail
viande;Saucisses au vin blanc;sel, poivre, farine, oignon, saucisse, vin blanc
viande;Tripes à la Portugaise;persil, feuille de laurier, huile d'olive, poivre, clou de girofle, oignon, piment, sel, haricots rouges, tripes, citron, ail, vin blanc, chorizo, pulpe de tomate
viande;Ragoût de poulet et saucisses aux carottes;sel, poivre, fond de veau, beurre, carotte, oignon, saucisse, blanc de poulet, pomme de terre, thé
viande;Coquelet farci en cocotte;oignon, oignon, poivre, huile d'olive, beurre, persil, lard fumé, coquelet, pain, ail, vin blanc, bouillon de volaille, lait, bouquet garni
viande;Côtes de porc en ragoût;poivre, farine, oignon, lardons fumés, côte de porc, vin blanc, pomme de terre, laurier, eau
viande;Cuisse de poulet à la toscane;sel, poivre, piment fort, vinaigre balsamique, tomate séchée, tomate, oignon, huile d'olive, cuisse de poulet, ail, olives noires
viande;Keftas marocaines au barbecue;sel, oignon, coriandre, persil, piment fort, piment, cumin, boeuf, cannelle, menthe
viande;Travers de porc très simples;huile d'olive, tomate, oignon, travers de porc, pomme de terre
viande;Langue de morue aux haricots;sel, poivre, carotte, oignon, beurre, langue, lait, haricot, céleri, ail, bouquet garni
viande;Wok de poulet curry et petits légumes;poivron jaune, carotte, courgette, escalope de poulet, échalote, curry, huile, sauce soja
viande;Chapon farci aux fruits secs;pruneau, chapon, navet, eau, marrons, muscade, vanille, miel, pruneau, Noix concassé, marrons, yaourt nature, vin blanc
viande;Côtelettes de porc surprises au fromage;huile, sel, poivre, moutarde, côte de porc, gruyère, Fines herbes
viande;Pavé de bœuf à la sauce échalotes et vinaigre balsamique;vinaigre balsamique, bouillon de boeuf, beurre doux, boeuf, échalote, eau
viande;Travers de porc / spare ribs à ma façon;farine, beurre, sel, poivre, oignon, carotte, travers de porc, pomme de terre, bouquet garni, cube de bouillon
viande;Foie gras vapeur;porto, sucre, poivre blanc, sel, Foie gras
viande;Fricassée de blancs de poulet en cocotte;oignon, beurre, lardons fumés, ail, vin blanc, blanc de poulet
viande;Tournedos de bœuf au Boursin;fond de veau, beurre, boeuf, boursin, crème liquide
viande;Curry mussaman;coriandre, huile, huile de tournesol, muscade, gingembre, piment, clou de girofle, oignon, pomme de terre, steak, graines de coriandre, ail, citronnelle, lait de coco, cassonade, tamarin
viande;Cailles au foie gras;sel, poivre, caille, Foie gras, raisin, graisse d'oie, Sauternes
viande;Oie farcie au foie gras et aux marrons;sel, poivre, liqueur, oie, Foie gras, marrons, pain de mie, lait, chair à saucisse, échalote
viande;Cari poulet aux pommes de terres;sel, poivre, curcuma, feuille de laurier, thym, huile d'olive, tomate, oignon, poulet, ail, pomme de terre, petit piment
viande;Filet de marcassin à l'orange;sel, poivre, beurre, sucre en poudre, orange, armagnac, thym, carotte, oignon, marcassin, échalote, céleri, citron, bouillon
viande;Poulet à la vietnamienne au Cookeo;huile de sésame, huile de tournesol, gingembre, oignon, escalope de poulet, vin blanc, sauce soja, sel et poivre
viande;Variations de Saint-Jacques au foie gras;piment d'Espelette, crème fraîche, beurre, poireau, carotte, coquille saint-jacques, feuille de brick, pois gourmands, jaune d'oeuf, échalote, Foie gras, bouillon de poule, pistaches
viande;Curry de poulet à l'ananas;huile, curry, miel, coriandre, blanc de poulet, ail, sauce soja, sauce nuoc mam, ananas, lait de coco, basilic, sel, poivre, pulpe de tomate
viande;Poulet mariné au curcuma;curcuma, vinaigre balsamique, huile d'olive, blanc de poulet, sauce soja, ail
viande;Brochettes de foie d'agneau aux courgettes et aux aubergines;sel, poivre, piment de Cayenne, thym, romarin, huile d'olive, aubergine, courgette, foie, jus de citron, ail
viande;Colin à la crème au curry;sel, poivre, persil, curry, huile, beurre, oignon, colin, ail, crème fraîche liquide, vin blanc sec
viande;Paupiettes de veau sauce forestière;farine de blé, fond de veau, beurre, paupiette de veau, échalote, champignon, bouquet garni, vin blanc
viande;Steak flambés au poivre;whisky, moutarde de Dijon, beurre, poivre, tournedos, crème
viande;Lapin succulent aux pruneaux;pruneau, crème fraîche, beurre, farine, cognac, carotte, lapin, bouquet garni
viande;Poulet Beï (Afrique);huile d'olive, sel, poivre, oignon, tomate, cuisse de poulet, beurre de cacahuètes, cube de bouillon
viande;Roulé de dinde au foie gras;escalope de dinde, Foie gras
viande;Salade de pommes de terre/langue de boeuf;sel, poivre, persil, vinaigre, huile, moutarde, langue, pomme de terre
viande;Bavette de boeuf poireaux et curry;poivre, sel, curry, crème fraîche, beurre, poireau, bavette, riz
viande;Mijoté de poulet à la tomate et aux champignons;huile d'olive, sel, poivre, tomate, oignon, blanc de poulet, champignon, cube de bouillon
viande;Poulet Basquaise;sel, poivre, persil, thym, huile, poivron, oignon, tomate, poulet, piment vert, ail, laurier
viande;Poulet rôti à l'ail;sel, poivre, persil, huile d'olive, poulet, foie, ail, pain
viande;Poulet rôti aux olives et ses pommes de terre;poivre, sel, huile d'olive, poulet, sauge, oignon nouveau, pomme de terre, olives noires, ail, vin blanc
viande;Rôti de porc au miel et sauce soja sucrée;sel, poivre, ail semoule, miel, rôti de porc, pomme, sauce soja
viande;rôti de poulet à ma sauce...;sucre en poudre, oignon, tomate, poivron, blanc de poulet, concentré de tomates, bouillon, vin blanc
viande;Oeufs à la tripe;persil, sel, poivre, farine, oignon, beurre, oeuf, lait
viande;pâté de foies de volaille au Porto;sel, poivre, muscade, thym, huile, liqueur, foie, lard, échine de porc, oeuf, sarriette, genièvre, laurier, barde de lard
viande;Rôti de porc sur lit de poireaux;sel, poivre, huile d'olive, poireau, rôti de porc, concentré de tomates, ail
viande;Foie de veau aux endives braisées aux lardons.;poivre, sel, farine, beurre, huile d'olive, lardons, foie de veau, endive
viande;Cuisse de dinde au bouillon;sel, poivre, oignon, tomate, cuisse de dinde, bouillon de volaille, haricots verts
viande;Filet mignon à l'espagnole;huile d'olive, sel, poivre, oignon, poivron rouge, tomate, filet mignon, basilic, laurier, farfalle
viande;Filet mignon à la moutarde et au miel;beurre, miel, moutarde de Dijon, moutarde à l'ancienne, oignon, filet mignon, eau
viande;Filet mignon de porc au cidre;persil, sel, poivre, farine, filet mignon, échalote, champignons de Paris, cidre, crème fraîche épaisse, jaune d'oeuf
viande;Tofu à la pâte de curry;piment, tofu, pâte de curry, concentré de tomates, lait de coco
viande;Filet mignon aux pruneaux et au vin blanc;thym, sel, poivre, huile d'olive, crème fraîche, fond de veau, oignon, pruneau, filet mignon, vin blanc
viande;Poulet basquaise au Companion;huile d'olive, oignon, poivron vert, tomate, escalope de poulet, ail, vin blanc, bouquet garni, sel et poivre
viande;Sauté de dinde aux poivrons;sel, poivre, huile d'olive, oignon, poivron, blanquette de dinde, ail, cube de bouillon, coulis de tomate
viande;Blancs de poulet au chou;chou, blanc de poulet, eau, fond de volaille
viande;Crêpes fourrées aux saucisses de strasbourg;huile, moutarde, gruyère râpé, crêpe, saucisse de Strasbourg
viande;Sauté de veau sauce moutarde citron;sel, poivre, farine, beurre, moutarde, oignon, veau, citron
viande;Terrine de foies de lapin à la polonaise;oignon, foie, oeuf
viande;Poulet coco et gingembre;sel, poivre, gingembre, huile d'olive, beurre, poulet, échalote, ail, lait de coco, marmelade d'orange, noix de coco
viande;Saucisses au fenouil;piment, sel, viande, graine de fenouil, vin blanc sec, boyau
viande;Travers de porc de nonobabar;sel, poivre, piment, huile d'olive, travers de porc, citron, ail, graines de coriandre, paprika
viande;Escalopes de boeuf à la sarde;sel, poivre, huile d'olive, escalope, basilic frais, ail, citron, chapelure
viande;Poulet rôti farci à la marocaine;huile d'olive, poivre, sel, curry, cumin, curcuma, coriandre, tomate, oignon, poulet, ail, citron, olives vertes, pomme de terre
viande;Rata pommes de terre, petits pois, saucisses;poivre, sel, oignon, beurre, pomme de terre, knacki, petits pois, kub or
viande;Sauté de veau portugais;poivre, thym, farine, porto, oignon, sauté de veau, chorizo, olives noires, eau, pomme de terre, concentré de tomates, laurier
viande;Cuisses de canard aux olives vertes;oignon, poivre, cuisse de canard, olives vertes, vin blanc, lardons fumés, eau, ail, pomme de terre
viande;Daube de boeuf à la graisse de canard;sel, poivre, armagnac, oignon, carotte, vin rouge, boeuf, ail, échalote, lardons fumés, bouquet garni, jambon cru, canard
viande;Steak tartare végétarien;sel, poivre, tabasco, moutarde, persil, oignon, poivron rouge, carotte, câpres, mayonnaise, sauce anglaise
viande;Andouillettes aux lentilles;feuille de laurier, carotte, oignon, lentilles, andouillette, échalote, ail, vin blanc, eau
viande;Magret de canard au vin blanc;sel, poivre, Magret de Canard, vin blanc sec
viande;Magrets de canard sauce soja et vinaigre;vinaigre de xérès, huile, Magret de Canard, sauce soja, ciboule, bouillon de poule
viande;Paupiettes de porc à la romaine de Cathylou;sel, poivre, tomate, carotte, oignon, beurre, huile, porc, gruyère, fenouil, ail, concentré de tomates, bouquet garni, vin blanc sec
viande;Poulet moelleux sauce au citron;sucre, maïzena, huile, maïzena, eau, jaune d'oeuf, blanc de poulet, jus de citron, sauce soja, bouillon de poule
viande;Wok de thon et de brocolis au curry;gros sel, curry, huile d'olive, oignon, thon rouge, brocoli, tomates pelées
viande;Brochette de canard  mariné à l'orange;sel, poivre, oignon, poivron, orange, Magret de Canard, jus d'orange, cassonade
viande;Filet mignon de porc aux figues;figue, huile d'olive, filet mignon, lardons fumés, crème liquide, échalote, vin blanc sec, ficelle
viande;Filets de poulet marinés au citron, au miel et aux graines de sésame;sésame, miel liquide, filet de poulet, jus de citron, sauce soja
viande;Papillote de poulet au bacon;crème fraîche, thym, sel, poivre, tomate, blanc de poulet, bacon, champignons de Paris
viande;Pintade et poivrons tout au four par Laurent Mariotte;pintade, poivron rouge, poivron vert, poivron jaune, oignon rouge, ail, romarin, huile d'olive, sel et poivre
viande;Poulet rôti à l'orientale;sel, poivre, huile d'olive, curcuma, Ras el Hanout, beurre, poulet, herbes de Provence, ail, sauce worcestershire, pomme de terre
viande;Daube de biche;carotte, oignon, farine, sel, poivre, thym, vin rouge, huile d'olive, armagnac, épaule de biche, veau, ail, laurier, graisse d'oie, jambon, échalote
viande;Filet mignon de porc à l'avesnoise;sel, poivre, persil, huile, beurre, farine, bière, filet mignon, maroilles, bouquet garni, échalote
viande;Rosbif Alsacien (cheval mariné);maïzena, huile, vin rouge, poivre, sel, persil, tomate, carotte, thym, clou de girofle, feuille de laurier, oignon, cheval, ail, vin blanc sec, cube de bouillon, concentré de tomates
viande;Cuissot de sanglier, chevreuil ou biche;maïzena, huile, vin, sanglier, vin blanc sec, gelée, margarine, feuille de laurier, thym, persil, carotte, oignon, ail, girofle
viande;Lapin facile à la moutarde;sel, poivre, carotte, vinaigre balsamique, crème fraîche, moutarde, lapin, vin blanc sec
viande;joues ou langues de morue;persil, oignon, joue, ail
viande;Magret de canard aux morilles et sirop d'érable;poivre, sel, beurre, Magret de Canard, morilles, sirop d'érable, échalote, ail
viande;Pizza oignon-steack haché;beurre, fromage râpé, oignon, pâte à pizza, crème épaisse, steak, champignon, herbes de Provence
viande;Rosbeef sauce champagne et foie gras;Rosbif, Foie gras, champagne, champignon
viande;Rôti de porc à la tomate et aux pommes de terre;poivre, sel, huile d'olive, oignon, tomate, rôti de porc, cube de bouillon, bouquet garni, ail, pomme de terre
viande;Salade d'edamame, chair à saucisse de Toulouse et basilic thaï par...;edamame, graisse de canard, chair à saucisse, échalote, sauce soja, huile de sésame, basilic, sel et poivre, fromage blanc, mayonnaise, sauce soja, basilic, zeste de citron, sel et poivre
viande;Souris d'agneau au thym;sel, poivre, fond de veau, thym, souris d'agneau, herbes de Provence, eau
viande;Steak de thon aux pommes de terre sauce piquante;sel, poivre, huile d'olive, vinaigre balsamique, piment, thym, sucre, tomate, steak, concentré de tomates, ail, pomme de terre
viande;Terrine de foie de mouton en croûte;poivre, sel, coriandre, foie, mouton, ail, oeuf, pâte brisée, baguette
viande;Poulet à la moutarde violette;sel, poivre, courgette, pruneau, moutarde, cuisse de poulet, échalote, câpres, vin blanc
viande;Poêlée haricots verts viande hachée au curry;huile d'olive, poivre, curry, oignon, haricots verts, boeuf haché, échalote, sauce soja
viande;Poulet au champignons;sel, poivre, farine, huile, beurre, cognac, poulet, champignons de Paris, échalote, concentré de tomates, vin blanc sec, bouillon de volaille
viande;Cake au jambon et aux saucisses de strasbourg;sel, poivre, levure chimique, beurre, gruyère râpé, farine, oeuf, jambon blanc, saucisse de Strasbourg, crème liquide
viande;Colombo de poulet (Antilles);sel, poivre, persil, rhum, oignon, cuisse de poulet, ail, poudre à colombo, pomme de terre, citron, mélange 4 épices
viande;escalopes de dinde ou poulet au gouda;sel, poivre, crème fraîche, gouda, escalope, vin blanc
viande;Poulet mariné à la mexicaine;huile d'olive, coriandre, sel, sucre en poudre, cumin en poudre, piment, orange, blanc de poulet, jus de citron, ail, paprika, téquila
viande;Epaule d'agneau au miel;poivre, sel, beurre, miel, épaule d'agneau, vin blanc, herbes de Provence
viande;Filet mignon à la normande;sel, poivre, huile, calvados, beurre, crème fraîche, oignon, filet mignon, pomme, échalote, ail, cidre
viande;Fricassée de porc à la langue de boeuf (champignon) et au Corbières;huile d'olive, sel, poivre, vin, persil, côte de porc, échalote, langue, crème liquide
viande;Sauté de veau aux olives;sel, poivre, oignon, farine, beurre, veau, olives vertes, olives noires, eau, bouquet garni
viande;Wok de chou romanesco à la dinde et aux épices;poivron, oignon, gingembre, huile, dinde, chou romanesco, sauce soja, nuoc mam
viande;Epaule d'agneau marinée;tomate, piment, poivre, clou de girofle, curry, oignon, huile d'olive, jus de citron, laurier, épaule d'agneau
viande;Poulet tandoori rouge;huile, escalope de poulet, épices tandoori, lait, jus de citron
viande;Roti de porc en gelée;feuille de laurier, poivre, sel, rôti de porc, gelée au madère
viande;Sot-l'y-laisse de dinde au curry et au lait de coco;sel, poivre, huile d'olive, gingembre, curry, oignon, sot-l'y-laisse, lait de coco, échalote, ail, cannelle, bouillon de volaille, eau
viande;Taureau grillé sauce rouge par Laurent Mariotte;vinaigre, taureau, poivron rouge, huile d'olive, thym, ail, gros sel, poivre
viande;Travers de porc à la texane / loin ribs;huile d'olive, gingembre, thym, miel, travers de porc, ketchup, sauce Worcester, poivre de Cayenne, sauce soja, ail, jus d'ananas
viande;Velouté de châtaignes au foie gras;sel, poivre, truffe, Foie gras, marrons, lait, fond de volaille, crème liquide
viande;Cari de viande hachée au gingembre;sel, poivre, gingembre, curcuma, boeuf haché, ail, tomates pelées
viande;gâteau de foie de lapin;sel, poivre, persil, farine, beurre, foie, oeuf, lait, ail
viande;Amuse-gueules pomme boudin noir;beurre, pain de mie, pomme, boudin noir
viande;Assiette gourmande au foie gras de canard en sucré-salé;vinaigre balsamique, gros sel, Foie gras, salade, cerises, gelée
viande;Filet mignon de porc au poivre vert;sel, poivre, feuille de laurier, thym, crème fraîche, cognac, poivre vert, beurre, filet mignon, échalote, ail, vin blanc sec
viande;Gigot d'agneau mariné fondant;poivre, sel, thym, huile de tournesol, moutarde, gigot d'agneau, laurier, échalote, ail, café, kub or
viande;Sauté de veau de Lisbonne;sel, poivre, thym, oignon, porto, sauté de veau, chorizo, pomme de terre, olives noires, concentré de tomates, ail
viande;Blanquette de veau facile au Cooking Chef;beurre doux, farine, crème fraîche, oignon jaune, carotte, blanquette de veau, champignon, bouillon de légumes, bouillon de poule, vin blanc, jaune d'oeuf, jus de citron, sel et poivre
viande;Escalope de dinde au lait de coco et curry;curry, poivron, escalope de dinde, brique, échalote
viande;Hachis de boudin noir;sel, poivre, farine, bouillon de boeuf, boudin noir, pomme de terre, chapelure, lait
viande;"Pizza ""toulousaine"" à la saucisse";origan, sel, poivre, comté, purée de tomate, saucisse de Toulouse, champignon, pomme, mozzarella, herbes de Provence, pâte à pizza
viande;Cailles aux lardons et porto;sel, poivre, huile d'olive, beurre, porto, lardons, feuille de laurier, caille, échalote
viande;Parmentier de confit de canard et foie gras;beurre, muscade, sel, pomme de terre, cuisse de canard, Foie gras, pignons, chapelure
viande;Paupiettes de dinde au lard et au comté;fond de veau, sel, poivre, huile, comté, escalope de dinde, poitrine fumée, ficelle, vin blanc
viande;Saltimbocca alla romana de Léna;poivre, sel, huile, persil, blanc de poulet, jambon sec, crème semi-épaisse, vin blanc sec, Parmesan
viande;Souris d'agneau aux oignons et au vin rouge;vin rouge, fond de veau, oignon, huile, souris d'agneau, bouquet garni
viande;Feuilleté de magret de canard;huile d'olive, sel, poivre, persil, beurre, Magret de Canard, champignon, pâte feuilletée, échalote, ail, pain, oeuf, crème
viande;Pizza  aux saucisses de Strasbourg;poivre, oignon, pâte à pizza, tomates pelées, saucisse de Strasbourg, herbes de Provence, Fines herbes
viande;Poulet mariné tout simple;vinaigre balsamique, huile d'olive, escalope de poulet, jus de citron
viande;Tourtes au foie gras et pommes;poivre, fleur de sel, Foie gras, pomme, pâte feuilletée, vin blanc
viande;Cuisses de grenouille... de Paris à Alès;farine, poivre, sel, persil, cuisse de grenouille, tomates pelées, ail, brique, pomme de terre, lait, matière grasse
viande;Poulet curry et échalotes;beurre, sel, poivre, curry, poulet, échalote, crème liquide, vin blanc
viande;Poulet pané au parmesan, sauce verte minute;huile d'olive, moutarde de Dijon, oeuf, basilic frais, câpres, parmesan râpé, chapelure, blanc de poulet, roquette, citron
viande;Saucisse de Morteau briochée;sel, poivre, comté, levure, farine, huile, saucisse de morteau, oeuf, vin blanc, champignon
viande;Terrine de pommes et foie gras en gelée de Sauternes;gélatine, sel, poivre, beurre, pomme, Sauternes, baies roses, Foie gras
viande;Boeuf carottes à la normande;huile d'olive, sel, poivre, thym, carotte, oignon, boeuf, concentré de tomates, laurier, cidre
viande;Bourguignon à l' ancienne;huile, sel, poivre, oignon, coriandre, vin, coeur de boeuf, rognons, foie, boeuf, lardons fumés, morilles, cèpes, bouquet garni, genièvre, cannelle
viande;Cuisse de dinde au miel;sel, poivre, moutarde, miel liquide, cuisse de dinde, eau, cube de bouillon, sauce soja
viande;Filet mignon de porc façon asiatique;champignon noir, mirin, épices, poivre de sichuan, gingembre, filet mignon, échalote, ail, nouilles chinoises, soja, soja, champignon
viande;Magret de canard au cidre;Magret de Canard, pomme, cidre
viande;Millefeuille pommes de terre et foie gras;sel, poivre, porto, pomme de terre, Foie gras, crème
viande;Poulet rôti aux tomates et aux oignons à ma façon;huile d'olive, poivre, gros sel, tomate, oignon, poulet, estragon, herbes de Provence, paprika
viande;Tourte poulet tandoori pomme de terre;beurre, crème fraîche, oignon, pâte feuilletée, filet de poulet, pomme de terre, épices tandoori, jaune d'oeuf
viande;Cuisses de poulet aux courgettes;sel, poivre, moutarde, courgette, cuisse de poulet, estragon, chapelure
viande;Escalopes aux échalotes et au vin blanc;crème fraîche, escalope de poulet, escalope de dinde, échalote, vin blanc sec
viande;Poulet flambé au Ricard;poivre, sel, huile d'olive, sucre, oignon, poulet, sauce soja
viande;Cuisses de grenouilles à la provencale;sel, poivre, carotte, asperge, persil, beurre, cuisse de grenouille, ail, café, citron
viande;Escalopes de poulet au citron;persil, beurre, farine, escalope de poulet, citron, bouillon de volaille
viande;Gigot d'agneau braisé sucré salé;sel, poivre, feuille de laurier, lard fumé, vin rouge, bouillon de boeuf, sucre en poudre, vinaigre de vin, miel liquide, gigot d'agneau, bouillon, genièvre
viande;Chapon poché à la crème de foie gras;sel, poivre, truffe, chapon, fond de volaille, crème fraîche liquide, Foie gras
viande;pizza saucisse cancoillote;fromage râpé, oignon, pâte à pizza, coulis de tomate, pomme de terre, saucisse, cancoillotte
viande;Poulet rôti aux herbes et citron confit;huile d'olive, sel, poivre, romarin, thym, citron confit, poulet, herbes de Provence, ail, épices à volaille, olives vertes, sel, poivre
viande;Rôti de porc à la tomate;poivre, sel, curry, huile, beurre, oignon, poivron, rôti de porc, tomates pelées, champignons de Paris, paprika
viande;Daube de boeuf au vin blanc;sel, poivre, huile, orange, tomate, oignon, carotte, cognac, boeuf, lard, couenne, vin blanc, ail, olives noires, bouquet garni
viande;Morilles farcies au foie gras;sel, poivre, beurre, fond de veau, morilles, Foie gras
viande;Rôti de porc au lait;sel, poivre, lait demi-écrémé, oignon, rôti de porc, ail, champignons de Paris
viande;Tarte Tatin au magret de canard;sel, poivre, romarin, beurre, pomme, Magret de Canard, pâte feuilletée
viande;Blanc de poulet au jambon de pays;blanc de poulet, gruyère, paprika, jambon
viande;Cailles farcies maison;sel, poivre, cognac, miel, bacon, poitrine fumée, foie, raisin, raisin blanc, échalote, caille
viande;Epaule d'agneau aux  fins légumes;sel, poivre, beurre, huile d'olive, oignon, persil, carotte, épaule d'agneau, navet, fenouil, panais, pomme de terre, ail, cube de bouillon, herbes de Provence
viande;cuisses de canard en tajine sucré-salé;miel, abricot, carotte, oignon, canard, café, café, café, café, sel et poivre, amandes
viande;pavé de saumon au foie gras et miel en papillote;sel, poivre, miel, beurre, poireau, carotte, saumon, Foie gras, vin blanc sec, ciboulette
viande;Piccata de veau aux aubergines;sel, poivre, huile d'olive, beurre, farine, oignon, tomate, aubergine, escalope de veau, mozzarella, citron, parmesan râpé, basilic
